"","PC1","PC2"
"TCGA.V1.A8MU.01A.11R.A37L.07",224.143381224632,160.336169388608
"TCGA.EJ.8474.01A.11R.2403.07",136.36472991308,-114.642793141796
"TCGA.ZG.A9LU.01A.11R.A41O.07",-997.489123975995,1.29406495204851
"TCGA.EJ.5508.01A.02R.1580.07",833.588737635573,-26.0561444564301
"TCGA.YL.A9WH.01A.11R.A37L.07",372.102344810871,-307.515066032725
"TCGA.G9.6384.01A.11R.1789.07",872.099642594501,2.96623959377717
"TCGA.2A.A8VO.01A.11R.A37L.07",-540.487173486383,-14.0595373534362
"TCGA.G9.6356.01A.11R.1789.07",359.377493769532,-11.3114757966339
"TCGA.J4.A67Q.01A.21R.A30B.07",-2178.10744693702,207.429749966565
"TCGA.J9.A8CL.01A.11R.A352.07",491.081575309472,6.18047926860545
"TCGA.KK.A8IG.01A.11R.A36G.07",-226.080918912246,261.333502210043
"TCGA.KK.A59Z.01A.12R.A26U.07",-1702.13164248167,44.3470019301909
"TCGA.G9.6371.01A.11R.1789.07",339.621813734469,-95.4203347835268
"TCGA.EJ.7783.01A.11R.2118.07",982.933160454395,-24.0702135896876
"TCGA.FC.A5OB.01A.11R.A29R.07",571.523799778661,-286.908276720955
"TCGA.VP.A87E.01A.31R.A352.07",470.12155612669,1392.92481353475
"TCGA.G9.7509.01A.11R.A41O.07",510.982219662199,43.7211686789229
"TCGA.VP.A87C.01A.11R.A352.07",558.17144406789,-31.0227319112143
"TCGA.KK.A7B2.01A.12R.A32O.07",-1007.87403443529,-31.093659011927
"TCGA.YL.A8SP.01B.11R.A37L.07",1079.10525880337,-189.931017289734
"TCGA.EJ.5527.01A.01R.1580.07",851.849416157822,-83.1078353738489
"TCGA.EJ.7218.01B.11R.A32O.07",-66.2124076504304,-109.947972613613
"TCGA.HC.7752.01A.11R.2118.07",-2241.02375514988,189.987366929707
"TCGA.CH.5764.01A.21R.1580.07",661.02590088103,-167.462029817843
"TCGA.VP.A87D.01A.11R.A352.07",700.070098595875,-96.4503511829132
"TCGA.G9.6494.01A.11R.1789.07",546.140652109263,-47.665725089686
"TCGA.V1.A9OL.01A.11R.A41O.07",870.273602329055,-78.9765092345207
"TCGA.KC.A4BV.01A.31R.A26U.07",416.864464218289,10.9868010494811
"TCGA.HC.7080.01A.11R.1965.07",861.896392501667,-100.97759822999
"TCGA.HC.7817.01B.11R.A29R.07",700.189827836608,143.77379185009
"TCGA.YL.A9WJ.01A.11R.A37L.07",612.412947861368,-72.0615543985381
"TCGA.KK.A8IC.01A.11R.A36G.07",655.195243714425,-14.8158590204522
"TCGA.XJ.A9DK.01A.11R.A37L.07",163.157267394066,45.2699917906006
"TCGA.HC.8261.01A.11R.2263.07",345.807331267832,-66.0942210835025
"TCGA.EJ.8472.01A.11R.2403.07",1077.62119185542,-23.4455296244435
"TCGA.EJ.A8FN.01A.11R.A352.07",145.064167295938,1111.22882704695
"TCGA.V1.A9Z9.01A.21R.A41O.07",211.855439990837,24.9967845294301
"TCGA.KK.A8I8.01A.11R.A36G.07",-1049.56828708103,-222.635211661598
"TCGA.FC.7961.01A.11R.A29R.07",578.203569886992,-53.359808526823
"TCGA.KK.A6E4.01A.11R.A30B.07",-1473.16994838466,-246.259738628293
"TCGA.EJ.5522.01A.01R.1580.07",1150.0726375493,-42.8467687838539
"TCGA.KK.A7AV.01A.11R.A32O.07",70.8913183731001,-74.1103448143155
"TCGA.EJ.A7NN.01A.11R.A33R.07",578.009940844994,-47.7782748985533
"TCGA.EJ.7325.01B.11R.A32O.07",-4427.85440570536,-201.300611017525
"TCGA.J4.A83N.01A.11R.A352.07",38.0740724520666,-169.194706404106
"TCGA.G9.A9S0.01A.11R.A41O.07",106.814105896247,-147.781486402947
"TCGA.HC.8257.01A.11R.2263.07",212.129316005319,-187.286057081871
